popularity,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
1.3040881822741842e-05,3.126877610266467e-12,3.2927160287190303e-17,7.349954900592338e-48,0.8233274590753938,2.947865064272673e-36,0.14724250813093767,0.4296564761312644,2.7182653631932635e-27,7.295826448349527e-11,5.729132226476794e-06,0.0006585022242372976,0.027580054730457684,0.013415646161758677
4.425982297775066e-06,3.3989027478631004e-16,5.635453903037631e-37,4.07825418429115e-28,0.6711771201388192,4.5477132276255955e-22,0.5517530084933339,0.1978305251917748,5.314231482296141e-18,4.6431484955629145e-05,3.2808784432379514e-05,2.3140194410523973e-17,0.04136053994687523,0.24441197479427904
0.03891914318534752,3.742847968427774e-05,4.736699788298658e-77,5.822610153767086e-25,0.014039120673916418,3.943511057434718e-18,0.6523953147313019,0.0036826343094361123,7.171076141376435e-27,3.9792671250521435e-18,0.4385867144785422,1.683793845967877e-95,0.000679031482898534,0.000599257163019297
0.5277061870629518,2.0748068985894916e-06,1.3395749028592148e-72,1.954963380307309e-68,0.004404387900500769,3.6786732754152317e-37,0.046768580952426836,8.2456462361203e-08,3.7982107172319165e-51,3.2250483769583434e-17,0.012915512433976283,4.516387627001148e-106,9.298786799357271e-08,2.729126785976053e-06
0.008914869742480456,0.4343357070410759,1.5085261973730822e-23,2.6922970194477805e-14,0.030836654727261745,3.7153434259677534e-12,0.0023252446990230705,5.4602410240304865e-09,8.378835442282774e-47,0.004005024425047395,0.027370814538580618,0.5637742375398881,0.02139566650375385,0.005863819440786212
0.017765200813314386,0.004975142105160177,2.29734966833241e-21,2.3255412785069854e-15,0.02778620003504591,4.843007577137475e-08,0.004509301174912372,0.0003507523822451344,1.7859624821009641e-37,0.028496442721330256,0.01024331030885686,3.2496796938813933e-05,0.006092886146593447,0.0015175655769875034
8.073396182518589e-06,0.00018101278427704146,7.4720270199558355e-44,2.188160158940056e-91,0.010095040507069518,5.636291396858475e-148,2.05458396632143e-05,2.9395627844037813e-06,2.509505511225374e-106,8.708533525570865e-122,0.011785976236976355,6.767888584729359e-16,0.0001777632539660052,3.80748752184992e-07
0.007058700503756523,0.00041076624137412,3.0486127443147492e-05,4.8896910902231105e-29,0.638961882025557,1.8694306237171714e-68,0.058601010140194254,0.303386446440691,1.0531460291546934e-22,1.2855892642426368e-78,0.01631685991159719,0.17768401673724127,0.003505473916994056,0.012197515330844483
0.0003239909354641138,0.6726822567667039,1.014721537230126e-16,0.00016852594319156664,0.416984529718856,0.17105850116770424,0.009224606604362522,1.256689213818949e-05,0.03639784836862511,0.0717018917481374,8.295167218976858e-07,1.249749688100985e-06,0.6829762683989726,0.09616460687202529
0.03644082978988443,0.29195648088378306,0.678409693560454,1.8803449198056933e-11,0.7940990348354873,2.5667923179853835e-14,0.03699342439450976,0.13370813572502302,1.5229677660608758e-11,9.033128840120693e-07,0.7840375535223031,0.08764859803333926,0.3423752820799555,0.11320769776033446
